Number_of_Companies_Worked,Job_Involvement,Monthly_Income,Job_Role_Manager,Performance_Rating,Years_at_Company,Years_in_Current_Role,Average_Hours_Worked_Per_Week,Marital_Status_Married,Job_Satisfaction,Years_Since_Last_Promotion,Relationship_with_Manager,Age,Job_Level,Absenteeism,Training_Hours_Last_Year,Work_Life_Balance,Department_Marketing,Work_Environment_Satisfaction,Department_HR,Distance_From_Home,Hourly_Rate,Job_Role_Assistant,Project_Count,Gender,Attrition
0.5964505043416162,-1.306967271047277,-0.8357383679067582,2.2209328274772404,-0.35184202321365154,1.166542695151345,1.2356492521961915,0.45274852080883576,-0.5793221488972585,0.09687005384074697,-0.4819824774976126,-1.279422362619704,1.7098508652675004,1.6224670603988633,1.2397626626012619,0.8858378289399876,-1.295861618104053,-0.41751808339677493,1.5576733795471818,-0.39243017463119095,1.7794857563076067,1.013916924294741,-0.47820382440342485,1.7272111807681878,1.2115183654913824,0
-1.294002321894405,-1.306967271047277,-1.0933628771432964,-0.45026125402266265,-0.35184202321365154,0.40562376374093556,-0.08290603798836294,1.563598694820895,-0.5793221488972585,-0.657265199940867,0.256752707298594,-1.279422362619704,0.78410024711192,0.8657444143022317,0.13378468645963287,-0.9166212993453403,-1.295861618104053,-0.41751808339677493,1.5576733795471818,2.5482240272165817,-0.017556698353595336,-0.07597862271426642,2.091158516449619,1.7272111807681878,-0.825410516657259,0
-1.294002321894405,0.5997290002358396,0.01138323689082153,2.2209328274772404,-1.2976907675128975,-1.116214099079883,-0.8740392120990956,1.3167431005959929,1.726155303924601,1.6051405614039749,-0.4819824774976126,1.5683643619097056,-0.5119506183058927,0.8657444143022317,-1.5251822777528106,0.48929682071721553,1.5579580103182737,2.3951058403611287,-1.271128872224558,-0.39243017463119095,-0.31706377413046233,0.343211972289198,-0.47820382440342485,-0.7563110973610785,-0.825410516657259,1
-0.3487759087763944,-1.306967271047277,1.484514041092151,2.2209328274772404,-0.35184202321365154,-0.35529516766947367,0.44451607808545884,1.0698875063710909,-0.5793221488972585,-1.411400453722481,-1.2207176622938192,1.5683643619097056,-1.159976051014799,0.8657444143022317,-1.340852615062539,-1.6376049506594716,-1.295861618104053,-0.41751808339677493,0.6147392956232685,2.5482240272165817,1.5548554494749565,-1.2077932292236202,-0.47820382440342485,1.7272111807681878,-0.825410516657259,0
1.5416769174596268,-1.306967271047277,1.013528299344592,-0.45026125402266265,0.5940067210855943,-1.4966735647850875,0.44451607808545884,1.193315303483542,1.726155303924601,0.8510053076223609,-1.2207176622938192,-1.279422362619704,0.04349975258745557,-1.4044235239876635,0.31811434914990433,0.4532476381515089,0.6066848008441649,-0.41751808339677493,-1.271128872224558,2.5482240272165817,1.3302251426423062,1.475026578798552,-0.47820382440342485,-1.5841518567375006,1.2115183654913824,0
0.5964505043416162,1.553077135877398,-0.8412457802182282,-0.45026125402266265,0.5940067210855943,1.2933625170530796,-1.4014613281729174,-0.2878182618658704,1.726155303924601,1.6051405614039749,-0.4819824774976126,0.6191021203999024,1.7098508652675004,0.10902176820560004,0.31811434914990433,1.2463296545970532,1.5579580103182737,-0.41751808339677493,-0.32819478830064475,-0.39243017463119095,-1.589968846182147,0.2593738532885051,-0.47820382440342485,-1.5841518567375006,1.2115183654913824,1
-1.294002321894405,1.553077135877398,0.8705395574801318,-0.45026125402266265,1.5398554653848402,-1.4966735647850875,-1.1377502701360065,1.687026491933346,1.726155303924601,0.09687005384074697,-0.11261488509950927,0.6191021203999024,-0.14165037104366052,1.6224670603988633,1.2397626626012619,1.7510182105169452,1.5579580103182737,-0.41751808339677493,0.6147392956232685,-0.39243017463119095,0.5814574532001386,0.2593738532885051,-0.47820382440342485,-1.5841518567375006,1.2115183654913824,1
-0.3487759087763944,1.553077135877398,0.6276014810741801,-0.45026125402266265,0.5940067210855943,0.1519841199374658,0.18080502004854795,0.0824651294714827,1.726155303924601,0.8510053076223609,-1.5900852546919224,-1.279422362619704,0.22864987621857166,-1.4044235239876635,-0.05054497623063863,0.9218870115056942,-0.3445884086299441,2.3951058403611287,-0.32819478830064475,-0.39243017463119095,-1.664845615126364,-0.6628454557191166,-0.47820382440342485,-0.7563110973610785,-0.825410516657259,0
1.5416769174596268,-1.306967271047277,1.361719144369747,-0.45026125402266265,0.5940067210855943,0.27880394183920065,0.7082271361223698,-0.2878182618658704,1.726155303924601,0.09687005384074697,-0.8513500698957158,0.6191021203999024,-0.8822508655681248,0.8657444143022317,-0.972193289681996,0.056706629928736776,-0.3445884086299441,-0.41751808339677493,0.6147392956232685,-0.39243017463119095,1.0307180668654392,1.600783757299591,-0.47820382440342485,1.3132908010799766,-0.825410516657259,0
1.5416769174596268,-1.306967271047277,0.8803305127005229,-0.45026125402266265,0.5940067210855943,0.1519841199374658,1.7630713682700134,-0.4112460589783214,-0.5793221488972585,0.8510053076223609,-0.11261488509950927,-0.33016012110990084,-0.8822508655681248,0.8657444143022317,0.5024440118401758,-0.1595884654655026,-1.295861618104053,-0.41751808339677493,1.5576733795471818,-0.39243017463119095,-1.8145991530147974,-0.1598167417149593,2.091158516449619,0.4854500417035546,1.2115183654913824,0
1.5416769174596268,0.5997290002358396,-1.1888246905421087,2.2209328274772404,0.5940067210855943,-0.2284753457677388,-1.1377502701360065,1.687026491933346,-0.5793221488972585,0.8510053076223609,0.9954878920948006,1.5683643619097056,0.3212249380341297,0.10902176820560004,-0.05054497623063863,0.9579361940714007,-1.295861618104053,-0.41751808339677493,-1.271128872224558,-0.39243017463119095,0.6563342221443554,1.2654312812968196,-0.47820382440342485,0.8993704213917657,1.2115183654913824,0
-0.3487759087763944,1.553077135877398,0.3251017604108498,-0.45026125402266265,0.5940067210855943,1.2933625170530796,-0.8740392120990956,-0.16439046475341934,-0.5793221488972585,-1.411400453722481,-0.4819824774976126,-1.279422362619704,1.4321256798208262,0.8657444143022317,-0.4192043016111816,0.5974443684143352,-0.3445884086299441,-0.41751808339677493,0.6147392956232685,-0.39243017463119095,-1.1407082325168467,-0.2855739202159986,-0.47820382440342485,0.4854500417035546,-0.825410516657259,1
-1.294002321894405,0.5997290002358396,1.1803824945587553,-0.45026125402266265,-0.35184202321365154,-0.2284753457677388,0.9719381941592806,-0.7815294503156744,1.726155303924601,-1.411400453722481,0.256752707298594,-0.33016012110990084,1.8024259270830585,1.6224670603988633,-0.4192043016111816,0.9218870115056942,0.6066848008441649,2.3951058403611287,-1.271128872224558,-0.39243017463119095,1.6297322184191732,-1.375469467225006,2.091158516449619,-1.5841518567375006,-0.825410516657259,0
-1.294002321894405,0.5997290002358396,1.7301038345369584,-0.45026125402266265,1.5398554653848402,1.166542695151345,-1.1377502701360065,1.440170897708444,-0.5793221488972585,0.09687005384074697,-0.4819824774976126,-0.33016012110990084,0.3212249380341297,-0.6477008778910317,-0.4192043016111816,-0.12353928289979602,-0.3445884086299441,-0.41751808339677493,1.5576733795471818,-0.39243017463119095,-1.3653385393494968,-1.6269838242270847,-0.47820382440342485,0.07152966201534357,-0.825410516657259,0
0.5964505043416162,-1.306967271047277,-1.4315587887143022,-0.45026125402266265,-0.35184202321365154,-0.35529516766947367,1.2356492521961915,-1.0283850445405764,-0.5793221488972585,-0.657265199940867,-0.11261488509950927,-1.279422362619704,-1.6228513600925891,0.8657444143022317,0.6867736745304474,-0.5921786562539813,-0.3445884086299441,-0.41751808339677493,1.5576733795471818,-0.39243017463119095,-0.24218700518624559,1.768459995300977,-0.47820382440342485,0.8993704213917657,-0.825410516657259,1
0.5964505043416162,-1.306967271047277,1.7019548382783343,-0.45026125402266265,1.5398554653848402,1.8006418046600192,1.4993603102331023,0.5761763179212868,-0.5793221488972585,0.8510053076223609,0.6261202996966972,1.5683643619097056,0.1360748144030136,0.10902176820560004,-0.4192043016111816,-1.0968672121738732,1.5579580103182737,-0.41751808339677493,-1.271128872224558,2.5482240272165817,-1.5150920772379304,-1.7108219432277776,2.091158516449619,1.3132908010799766,1.2115183654913824,0
-0.3487759087763944,0.5997290002358396,0.20149095075341347,-0.45026125402266265,1.5398554653848402,-1.6234933866868224,1.7630713682700134,-0.4112460589783214,-0.5793221488972585,-1.411400453722481,0.9954878920948006,1.5683643619097056,-1.7154264219081472,-0.6477008778910317,-0.7878636269917246,-0.4119327434254485,-0.3445884086299441,-0.41751808339677493,-1.271128872224558,-0.39243017463119095,-0.6914476188515462,1.5169456382988982,-0.47820382440342485,0.07152966201534357,-0.825410516657259,0
1.5416769174596268,1.553077135877398,-0.9458866141361569,2.2209328274772404,1.5398554653848402,1.4201823389548145,-1.4014613281729174,1.193315303483542,1.726155303924601,-0.657265199940867,1.7342230768910072,-0.33016012110990084,0.3212249380341297,1.6224670603988633,-0.7878636269917246,0.056706629928736776,1.5579580103182737,2.3951058403611287,1.5576733795471818,-0.39243017463119095,1.1804716047538728,-0.6209263962187701,-0.47820382440342485,1.3132908010799766,-0.825410516657259,0
-1.294002321894405,0.5997290002358396,0.23249564228465164,-0.45026125402266265,-0.35184202321365154,-0.10165552386600395,-1.6651723862098282,-1.6455240301028315,-0.5793221488972585,0.09687005384074697,1.7342230768910072,1.5683643619097056,0.8766753089274779,1.6224670603988633,-0.23487463892091012,-0.015391735202676341,1.5579580103182737,-0.41751808339677493,0.6147392956232685,-0.39243017463119095,0.28195037742327167,-0.704764515219463,-0.47820382440342485,0.07152966201534357,1.2115183654913824,0
0.5964505043416162,0.5997290002358396,-1.6716411698476399,-0.45026125402266265,-0.35184202321365154,-0.6089348114729435,-1.1377502701360065,0.8230319121461889,-0.5793221488972585,1.6051405614039749,0.9954878920948006,-0.33016012110990084,1.6172758034519423,1.6224670603988633,-1.340852615062539,0.6334935509800418,-1.295861618104053,-0.41751808339677493,0.6147392956232685,-0.39243017463119095,-1.5150920772379304,1.2654312812968196,-0.47820382440342485,-1.5841518567375006,1.2115183654913824,0
0.5964505043416162,-0.3536191354057187,1.645656845761086,-0.45026125402266265,-0.35184202321365154,0.5324435856426705,0.44451607808545884,1.3167431005959929,-0.5793221488972585,-1.411400453722481,0.6261202996966972,0.6191021203999024,-1.7154264219081472,0.10902176820560004,1.7927516506720762,-0.3398343782940354,1.5579580103182737,-0.41751808339677493,-1.271128872224558,-0.39243017463119095,0.3568271463674884,-0.5370882772180773,2.091158516449619,0.07152966201534357,-0.825410516657259,0
-1.294002321894405,-0.3536191354057187,1.4049625299264739,-0.45026125402266265,0.5940067210855943,1.03972287324961,1.7630713682700134,-0.5346738560907724,-0.5793221488972585,0.8510053076223609,-0.4819824774976126,0.6191021203999024,0.04349975258745557,-0.6477008778910317,1.6084219879818047,-0.26773601316262224,-0.3445884086299441,-0.41751808339677493,-1.271128872224558,-0.39243017463119095,0.6563342221443554,-1.4173885267253525,-0.47820382440342485,-1.5841518567375006,1.2115183654913824,0
-1.294002321894405,1.553077135877398,-1.0792883790139842,-0.45026125402266265,-1.2976907675128975,0.9129030513478751,0.18080502004854795,0.20589292658393374,1.726155303924601,-1.411400453722481,-0.4819824774976126,-1.279422362619704,1.1544004943741522,1.6224670603988633,-0.4192043016111816,-0.0514409177683829,-0.3445884086299441,-0.41751808339677493,1.5576733795471818,-0.39243017463119095,0.13219683953483816,-1.752741002728124,-0.47820382440342485,-0.3423907176728675,-0.825410516657259,1
-1.294002321894405,-1.306967271047277,-0.6670483685887716,-0.45026125402266265,1.5398554653848402,1.166542695151345,0.44451607808545884,-1.5220962329903807,-0.5793221488972585,0.8510053076223609,-1.2207176622938192,0.6191021203999024,-0.7896758037525669,0.8657444143022317,-0.6035339643014531,0.7416410986771614,-0.3445884086299441,2.3951058403611287,-0.32819478830064475,-0.39243017463119095,-1.1407082325168467,0.5528072697909302,-0.47820382440342485,1.3132908010799766,-0.825410516657259,0
1.5416769174596268,1.553077135877398,1.7062383811872555,-0.45026125402266265,-1.2976907675128975,1.4201823389548145,0.7082271361223698,0.9464597092586399,-0.5793221488972585,-1.411400453722481,1.364855484492904,1.5683643619097056,0.1360748144030136,-0.6477008778910317,0.5024440118401758,-0.12353928289979602,-0.3445884086299441,-0.41751808339677493,-0.32819478830064475,-0.39243017463119095,1.70460898736339,0.5528072697909302,-0.47820382440342485,0.4854500417035546,1.2115183654913824,0
